1767643302.461387 server started (3948): version 3.6a, socket /private/tmp/tmux-501/default, protocol 8
1767643302.461420 on Darwin 24.6.0 Darwin Kernel Version 24.6.0: Mon Jul 14 11:30:29 PDT 2025; root:xnu-11417.140.69~1/RELEASE_ARM64_T6000
1767643302.461425 using libevent 2.1.12-stable select
1767643302.461432 using utf8proc 2.11.2
1767643302.461436 using ncurses 6.5 20240427
1767643302.480035 cmd_parse_build_commands 0:3 1:3 0:0: send
1767643302.480038 cmd_parse_build_commands 0:3 1:3 0:1: -M
1767643302.480040 cmd_parse_build_commands 0:3 1:4 0:0: copy-mode
1767643302.480043 cmd_parse_build_commands 0:3 1:4 0:1: -H
1767643302.480046 cmd_parse_build_commands 0:3 1:4 1:0: send
1767643302.480048 cmd_parse_build_commands 0:3 1:4 1:1: -X
1767643302.480050 cmd_parse_build_commands 0:3 1:4 1:2: select-word
1767643302.480053 cmd_parse_build_commands 0:3 1:4 2:0: run
1767643302.480055 cmd_parse_build_commands 0:3 1:4 2:1: -d0.3
1767643302.480058 cmd_parse_build_commands 0:3 1:4 3:0: send
1767643302.480060 cmd_parse_build_commands 0:3 1:4 3:1: -X
1767643302.480062 cmd_parse_build_commands 0:3 1:4 3:2: copy-pipe-and-cancel
1767643302.480066 cmd_parse_build_commands 0:0: select-pane
1767643302.480068 cmd_parse_build_commands 0:1: -t=
1767643302.480071 cmd_parse_build_commands 1:0: if
1767643302.480073 cmd_parse_build_commands 1:1: -F
1767643302.480075 cmd_parse_build_commands 1:2: #{||:#{pane_in_mode},#{mouse_any_flag}}
1767643302.480078 cmd_parse_build_commands 1:3 0:0: send
1767643302.480080 cmd_parse_build_commands 1:3 0:1: -M
1767643302.480084 cmd_parse_build_commands 1:4 0:0: copy-mode
1767643302.480087 cmd_parse_build_commands 1:4 0:1: -H
1767643302.480089 cmd_parse_build_commands 1:4 1:0: send
1767643302.480092 cmd_parse_build_commands 1:4 1:1: -X
1767643302.480094 cmd_parse_build_commands 1:4 1:2: select-word
1767643302.480097 cmd_parse_build_commands 1:4 2:0: run
1767643302.480100 cmd_parse_build_commands 1:4 2:1: -d0.3
1767643302.480103 cmd_parse_build_commands 1:4 3:0: send
1767643302.480105 cmd_parse_build_commands 1:4 3:1: -X
1767643302.480108 cmd_parse_build_commands 1:4 3:2: copy-pipe-and-cancel
1767643302.480111 args_parse_flags: next -t=
1767643302.480114 args_parse_flag_argument: -t = =
1767643302.480117 args_parse: flags end at 2 of 2
1767643302.480121 cmd_parse_build_commands 0:0: send
1767643302.480124 cmd_parse_build_commands 0:1: -M
1767643302.480127 args_parse_flags: next -M
1767643302.480130 args_parse_flags: -M
1767643302.480133 args_parse: flags end at 2 of 2
1767643302.480138 cmd_parse_build_commands: send-keys -M
1767643302.480142 cmd_parse_build_commands 0:0: copy-mode
1767643302.480144 cmd_parse_build_commands 0:1: -H
1767643302.480147 cmd_parse_build_commands 1:0: send
1767643302.480149 cmd_parse_build_commands 1:1: -X
1767643302.480152 cmd_parse_build_commands 1:2: select-word
1767643302.480154 cmd_parse_build_commands 2:0: run
1767643302.480158 cmd_parse_build_commands 2:1: -d0.3
1767643302.480160 cmd_parse_build_commands 3:0: send
1767643302.480162 cmd_parse_build_commands 3:1: -X
1767643302.480165 cmd_parse_build_commands 3:2: copy-pipe-and-cancel
1767643302.480168 args_parse_flags: next -H
1767643302.480170 args_parse_flags: -H
1767643302.480172 args_parse: flags end at 2 of 2
1767643302.480176 args_parse_flags: next -X
1767643302.480178 args_parse_flags: -X
1767643302.480181 args_parse_flags: next select-word
1767643302.480183 args_parse: flags end at 2 of 3
1767643302.480185 args_parse: 2 = select-word (type STRING)
1767643302.480189 args_parse_flags: next -d0.3
1767643302.480191 args_parse_flag_argument: -d = 0.3
1767643302.480198 args_parse: flags end at 2 of 2
1767643302.480202 args_parse_flags: next -X
1767643302.480204 args_parse_flags: -X
1767643302.480206 args_parse_flags: next copy-pipe-and-cancel
1767643302.480209 args_parse: flags end at 2 of 3
1767643302.480211 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1767643302.480220 cmd_parse_build_commands: copy-mode -H ; send-keys -X select-word ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel
1767643302.480223 args_parse_flags: next -F
1767643302.480226 args_parse_flags: -F
1767643302.480229 args_parse_flags: next #{||:#{pane_in_mode},#{mouse_any_flag}}
1767643302.480231 args_parse: flags end at 2 of 5
1767643302.480234 args_parse: 2 = #{||:#{pane_in_mode},#{mouse_any_flag}} (type STRING)
1767643302.480237 args_parse: 3 = send-keys -M (type COMMANDS)
1767643302.480245 args_parse: 4 = copy-mode -H ; send-keys -X select-word ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel (type COMMANDS)
1767643302.480261 cmd_parse_build_commands: select-pane -t = ; if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { copy-mode -H ; send-keys -X select-word ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel }
1767643302.480264 args_parse_flags: next -n
1767643302.480266 args_parse_flags: -n
1767643302.480270 args_parse_flags: next DoubleClick1Pane
1767643302.480273 args_parse: flags end at 2 of 4
1767643302.480275 args_parse: 2 = DoubleClick1Pane (type STRING)
1767643302.480287 args_parse: 3 = select-pane -t = ; if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { copy-mode -H ; send-keys -X select-word ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel } (type COMMANDS)
1767643302.480303 cmd_parse_build_commands: bind-key -n DoubleClick1Pane { select-pane -t = ; if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { copy-mode -H ; send-keys -X select-word ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel } }
1767643302.480310 cmdq_get_command: [bind-key/0x139d07ea0] group 898
1767643302.480313 cmdq_append <global>: [bind-key/0x139d07ea0]
1767643302.480317 yylex_token: end at WS
1767643302.480320 yylex_token: bind
1767643302.480323 yylex_token: end at WS
1767643302.480325 yylex_token: -n
1767643302.480328 yylex_token: end at WS
1767643302.480330 yylex_token: TripleClick1Pane
1767643302.480333 yylex_token: end at WS
1767643302.480335 yylex_token: select-pane
1767643302.480338 yylex_token: end at ;
1767643302.480340 yylex_token: -t=
1767643302.480343 yylex_token: end at WS
1767643302.480345 yylex_token: if
1767643302.480347 yylex_token: end at WS
1767643302.480350 yylex_token: -F
1767643302.480353 yylex_token: end at WS
1767643302.480355 yylex_token: #{||:#{pane_in_mode},#{mouse_any_flag}}
1767643302.480358 yylex_token: end at WS
1767643302.480360 yylex_token: send
1767643302.480362 yylex_token: end at WS
1767643302.480364 yylex_token: -M
1767643302.480369 yylex_token: end at WS
1767643302.480372 yylex_token: copy-mode
1767643302.480374 yylex_token: end at ;
1767643302.480377 yylex_token: -H
1767643302.480380 yylex_token: end at WS
1767643302.480383 yylex_token: send
1767643302.480385 yylex_token: end at WS
1767643302.480388 yylex_token: -X
1767643302.480390 yylex_token: end at ;
1767643302.480393 yylex_token: select-line
1767643302.480395 yylex_token: end at WS
1767643302.480397 yylex_token: run
1767643302.480400 yylex_token: end at ;
1767643302.480402 yylex_token: -d0.3
1767643302.480404 yylex_token: end at WS
1767643302.480407 yylex_token: send
1767643302.480409 yylex_token: end at WS
1767643302.480412 yylex_token: -X
1767643302.480415 yylex_token: end at WS
1767643302.480417 yylex_token: copy-pipe-and-cancel
1767643302.480421 cmd_parse_build_commands 0:0: bind
1767643302.480423 cmd_parse_build_commands 0:1: -n
1767643302.480426 cmd_parse_build_commands 0:2: TripleClick1Pane
1767643302.480429 cmd_parse_build_commands 0:3 0:0: select-pane
1767643302.480431 cmd_parse_build_commands 0:3 0:1: -t=
1767643302.480434 cmd_parse_build_commands 0:3 1:0: if
1767643302.480436 cmd_parse_build_commands 0:3 1:1: -F
1767643302.480447 cmd_parse_build_commands 0:3 1:2: #{||:#{pane_in_mode},#{mouse_any_flag}}
1767643302.480451 cmd_parse_build_commands 0:3 1:3 0:0: send
1767643302.480456 cmd_parse_build_commands 0:3 1:3 0:1: -M
1767643302.480459 cmd_parse_build_commands 0:3 1:4 0:0: copy-mode
1767643302.480463 cmd_parse_build_commands 0:3 1:4 0:1: -H
1767643302.480468 cmd_parse_build_commands 0:3 1:4 1:0: send
1767643302.480472 cmd_parse_build_commands 0:3 1:4 1:1: -X
1767643302.480475 cmd_parse_build_commands 0:3 1:4 1:2: select-line
1767643302.480478 cmd_parse_build_commands 0:3 1:4 2:0: run
1767643302.480480 cmd_parse_build_commands 0:3 1:4 2:1: -d0.3
1767643302.480483 cmd_parse_build_commands 0:3 1:4 3:0: send
1767643302.480485 cmd_parse_build_commands 0:3 1:4 3:1: -X
1767643302.480487 cmd_parse_build_commands 0:3 1:4 3:2: copy-pipe-and-cancel
1767643302.480490 cmd_parse_build_commands 0:0: select-pane
1767643302.480493 cmd_parse_build_commands 0:1: -t=
1767643302.480495 cmd_parse_build_commands 1:0: if
1767643302.480497 cmd_parse_build_commands 1:1: -F
1767643302.480500 cmd_parse_build_commands 1:2: #{||:#{pane_in_mode},#{mouse_any_flag}}
1767643302.480503 cmd_parse_build_commands 1:3 0:0: send
1767643302.480507 cmd_parse_build_commands 1:3 0:1: -M
1767643302.480512 cmd_parse_build_commands 1:4 0:0: copy-mode
1767643302.480516 cmd_parse_build_commands 1:4 0:1: -H
1767643302.480519 cmd_parse_build_commands 1:4 1:0: send
1767643302.480521 cmd_parse_build_commands 1:4 1:1: -X
1767643302.480524 cmd_parse_build_commands 1:4 1:2: select-line
1767643302.480526 cmd_parse_build_commands 1:4 2:0: run
1767643302.480529 cmd_parse_build_commands 1:4 2:1: -d0.3
1767643302.480531 cmd_parse_build_commands 1:4 3:0: send
1767643302.480533 cmd_parse_build_commands 1:4 3:1: -X
1767643302.480536 cmd_parse_build_commands 1:4 3:2: copy-pipe-and-cancel
1767643302.480539 args_parse_flags: next -t=
1767643302.480542 args_parse_flag_argument: -t = =
1767643302.480545 args_parse: flags end at 2 of 2
1767643302.480548 cmd_parse_build_commands 0:0: send
1767643302.480551 cmd_parse_build_commands 0:1: -M
1767643302.480554 args_parse_flags: next -M
1767643302.480556 args_parse_flags: -M
1767643302.480559 args_parse: flags end at 2 of 2
1767643302.480563 cmd_parse_build_commands: send-keys -M
1767643302.480566 cmd_parse_build_commands 0:0: copy-mode
1767643302.480569 cmd_parse_build_commands 0:1: -H
1767643302.480572 cmd_parse_build_commands 1:0: send
1767643302.480574 cmd_parse_build_commands 1:1: -X
1767643302.480576 cmd_parse_build_commands 1:2: select-line
1767643302.480579 cmd_parse_build_commands 2:0: run
1767643302.480581 cmd_parse_build_commands 2:1: -d0.3
1767643302.480584 cmd_parse_build_commands 3:0: send
1767643302.480588 cmd_parse_build_commands 3:1: -X
1767643302.480592 cmd_parse_build_commands 3:2: copy-pipe-and-cancel
1767643302.480596 args_parse_flags: next -H
1767643302.480598 args_parse_flags: -H
1767643302.480601 args_parse: flags end at 2 of 2
1767643302.480604 args_parse_flags: next -X
1767643302.480607 args_parse_flags: -X
1767643302.480609 args_parse_flags: next select-line
1767643302.480611 args_parse: flags end at 2 of 3
1767643302.480614 args_parse: 2 = select-line (type STRING)
1767643302.480618 args_parse_flags: next -d0.3
1767643302.480620 args_parse_flag_argument: -d = 0.3
1767643302.480622 args_parse: flags end at 2 of 2
1767643302.480626 args_parse_flags: next -X
1767643302.480628 args_parse_flags: -X
1767643302.480631 args_parse_flags: next copy-pipe-and-cancel
1767643302.480633 args_parse: flags end at 2 of 3
1767643302.480636 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1767643302.480643 cmd_parse_build_commands: copy-mode -H ; send-keys -X select-line ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel
1767643302.480646 args_parse_flags: next -F
1767643302.480648 args_parse_flags: -F
1767643302.480651 args_parse_flags: next #{||:#{pane_in_mode},#{mouse_any_flag}}
1767643302.480653 args_parse: flags end at 2 of 5
1767643302.480656 args_parse: 2 = #{||:#{pane_in_mode},#{mouse_any_flag}} (type STRING)
1767643302.480663 args_parse: 3 = send-keys -M (type COMMANDS)
1767643302.480670 args_parse: 4 = copy-mode -H ; send-keys -X select-line ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel (type COMMANDS)
1767643302.480683 cmd_parse_build_commands: select-pane -t = ; if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { copy-mode -H ; send-keys -X select-line ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel }
1767643302.480687 args_parse_flags: next -n
1767643302.480689 args_parse_flags: -n
1767643302.480692 args_parse_flags: next TripleClick1Pane
1767643302.480695 args_parse: flags end at 2 of 4
1767643302.480698 args_parse: 2 = TripleClick1Pane (type STRING)
1767643302.480710 args_parse: 3 = select-pane -t = ; if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { copy-mode -H ; send-keys -X select-line ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel } (type COMMANDS)
1767643302.480725 cmd_parse_build_commands: bind-key -n TripleClick1Pane { select-pane -t = ; if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { copy-mode -H ; send-keys -X select-line ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel } }
1767643302.480731 cmdq_get_command: [bind-key/0x139d09200] group 918
1767643302.480733 cmdq_append <global>: [bind-key/0x139d09200]
1767643302.480736 yylex_token: end at WS
1767643302.480738 yylex_token: bind
1767643302.480741 yylex_token: end at WS
1767643302.480743 yylex_token: -n
1767643302.480746 yylex_token: end at WS
1767643302.480748 yylex_token: MouseDrag1Border
1767643302.480751 yylex_token: end at WS
1767643302.480753 yylex_token: resize-pane
1767643302.480756 yylex_token: end at WS
1767643302.480758 yylex_token: -M
1767643302.480763 cmd_parse_build_commands 0:0: bind
1767643302.480766 cmd_parse_build_commands 0:1: -n
1767643302.480769 cmd_parse_build_commands 0:2: MouseDrag1Border
1767643302.480771 cmd_parse_build_commands 0:3 0:0: resize-pane
1767643302.480774 cmd_parse_build_commands 0:3 0:1: -M
1767643302.480778 cmd_parse_build_commands 0:0: resize-pane
1767643302.480781 cmd_parse_build_commands 0:1: -M
1767643302.480785 args_parse_flags: next -M
1767643302.480788 args_parse_flags: -M
1767643302.480790 args_parse: flags end at 2 of 2
1767643302.480794 cmd_parse_build_commands: resize-pane -M
1767643302.480796 args_parse_flags: next -n
1767643302.480799 args_parse_flags: -n
1767643302.480801 args_parse_flags: next MouseDrag1Border
1767643302.480804 args_parse: flags end at 2 of 4
1767643302.480806 args_parse: 2 = MouseDrag1Border (type STRING)
1767643302.480810 args_parse: 3 = resize-pane -M (type COMMANDS)
1767643302.480816 cmd_parse_build_commands: bind-key -n MouseDrag1Border { resize-pane -M }
1767643302.480820 cmdq_get_command: [bind-key/0x139d09490] group 938
1767643302.480823 cmdq_append <global>: [bind-key/0x139d09490]
1767643302.480825 yylex_token: end at WS
1767643302.480827 yylex_token: bind
1767643302.480830 yylex_token: end at WS
1767643302.480832 yylex_token: -n
1767643302.480835 yylex_token: end at WS
1767643302.480837 yylex_token: MouseDown1Status
1767643302.480841 yylex_token: end at WS
1767643302.480843 yylex_token: switch-client
1767643302.480846 yylex_token: end at WS
1767643302.480848 yylex_token: -t=
1767643302.480851 cmd_parse_build_commands 0:0: bind
1767643302.480854 cmd_parse_build_commands 0:1: -n
1767643302.480858 cmd_parse_build_commands 0:2: MouseDown1Status
1767643302.480861 cmd_parse_build_commands 0:3 0:0: switch-client
1767643302.480863 cmd_parse_build_commands 0:3 0:1: -t=
1767643302.480867 cmd_parse_build_commands 0:0: switch-client
1767643302.480869 cmd_parse_build_commands 0:1: -t=
1767643302.480873 args_parse_flags: next -t=
1767643302.480876 args_parse_flag_argument: -t = =
1767643302.480878 args_parse: flags end at 2 of 2
1767643302.480883 cmd_parse_build_commands: switch-client -t =
1767643302.480885 args_parse_flags: next -n
1767643302.480887 args_parse_flags: -n
1767643302.480890 args_parse_flags: next MouseDown1Status
1767643302.480892 args_parse: flags end at 2 of 4
1767643302.480900 args_parse: 2 = MouseDown1Status (type STRING)
1767643302.480904 args_parse: 3 = switch-client -t = (type COMMANDS)
1767643302.480910 cmd_parse_build_commands: bind-key -n MouseDown1Status { switch-client -t = }
1767643302.480914 cmdq_get_command: [bind-key/0x139d096e0] group 946
1767643302.480917 cmdq_append <global>: [bind-key/0x139d096e0]
1767643302.480919 yylex_token: end at WS
1767643302.480922 yylex_token: bind
1767643302.480924 yylex_token: end at WS
1767643302.480928 yylex_token: -n
1767643302.480930 yylex_token: end at WS
1767643302.480933 yylex_token: WheelDownStatus
1767643302.480936 yylex_token: end at WS
1767643302.480938 yylex_token: next-window
1767643302.480941 cmd_parse_build_commands 0:0: bind
1767643302.480943 cmd_parse_build_commands 0:1: -n
1767643302.480946 cmd_parse_build_commands 0:2: WheelDownStatus
1767643302.480949 cmd_parse_build_commands 0:3 0:0: next-window
1767643302.480952 cmd_parse_build_commands 0:0: next-window
1767643302.480956 args_parse: flags end at 1 of 1
1767643302.480959 cmd_parse_build_commands: next-window
1767643302.480961 args_parse_flags: next -n
1767643302.480963 args_parse_flags: -n
1767643302.480966 args_parse_flags: next WheelDownStatus
1767643302.480969 args_parse: flags end at 2 of 4
1767643302.480971 args_parse: 2 = WheelDownStatus (type STRING)
1767643302.480976 args_parse: 3 = next-window (type COMMANDS)
1767643302.480983 cmd_parse_build_commands: bind-key -n WheelDownStatus { next-window }
1767643302.480986 cmdq_get_command: [bind-key/0x139d09940] group 954
1767643302.480989 cmdq_append <global>: [bind-key/0x139d09940]
1767643302.480991 yylex_token: end at WS
1767643302.480993 yylex_token: bind
1767643302.480996 yylex_token: end at WS
1767643302.480998 yylex_token: -n
1767643302.481000 yylex_token: end at WS
1767643302.481003 yylex_token: WheelUpStatus
1767643302.481005 yylex_token: end at WS
1767643302.481008 yylex_token: previous-window
1767643302.481010 cmd_parse_build_commands 0:0: bind
1767643302.481013 cmd_parse_build_commands 0:1: -n
1767643302.481015 cmd_parse_build_commands 0:2: WheelUpStatus
1767643302.481018 cmd_parse_build_commands 0:3 0:0: previous-window
1767643302.481021 cmd_parse_build_commands 0:0: previous-window
1767643302.481024 args_parse: flags end at 1 of 1
1767643302.481027 cmd_parse_build_commands: previous-window
1767643302.481029 args_parse_flags: next -n
1767643302.481031 args_parse_flags: -n
1767643302.481033 args_parse_flags: next WheelUpStatus
1767643302.481036 args_parse: flags end at 2 of 4
1767643302.481038 args_parse: 2 = WheelUpStatus (type STRING)
1767643302.481042 args_parse: 3 = previous-window (type COMMANDS)
1767643302.481049 cmd_parse_build_commands: bind-key -n WheelUpStatus { previous-window }
1767643302.481052 cmdq_get_command: [bind-key/0x139d09c20] group 962
1767643302.481055 cmdq_append <global>: [bind-key/0x139d09c20]
1767643302.481057 yylex_token: end at WS
1767643302.481060 yylex_token: bind
1767643302.481062 yylex_token: end at WS
1767643302.481064 yylex_token: -n
1767643302.481067 yylex_token: end at WS
1767643302.481070 yylex_token: MouseDown3StatusLeft
1767643302.481073 yylex_token: end at WS
1767643302.481075 yylex_token: display-menu
1767643302.481078 yylex_token: end at WS
